9, 2, 11, 13, 19, 20, 12, 18, 1, 3, 8, 6, 15, 10, 17
7, 6, 16, 19, 8, 3, 1, 9, 17, 12, 15, 18, 10, 14, 11
13, 8, 14, 2, 11, 6, 16, 3, 12, 7, 15, 17, 10, 4, 20
18, 10, 6, 14, 7, 13, 19, 20, 4, 5, 16, 15, 8, 17, 9
11, 2, 20, 1, 19, 9, 14, 6, 5, 13, 15, 3, 8, 16, 7
16, 4, 13, 6, 18, 7, 11, 8, 19, 1, 9, 12, 5, 10, 17
2, 17, 15, 10, 6, 3, 7, 8, 18, 20, 13, 11, 9, 12, 14
15, 6, 3, 10, 18, 11, 1, 17, 14, 16, 7, 20, 2, 4, 13
14, 17, 4, 12, 18, 19, 11, 1, 8, 6, 13, 3, 7, 16, 9
6, 9, 19, 8, 13, 16, 3, 17, 15, 7, 5, 18, 10, 1, 14
12, 14, 10, 4, 7, 17, 15, 13, 3, 1, 5, 6, 2, 8, 16
16, 10, 20, 2, 14, 18, 8, 11, 5, 15, 6, 17, 12, 7, 4
2, 18, 8, 20, 14, 5, 1, 3, 15, 9, 13, 17, 6, 7, 19
4, 15, 1, 18, 13, 3, 11, 17, 7, 9, 6, 16, 8, 19, 20
13, 3, 12, 9, 11, 1, 8, 5, 19, 15, 7, 2, 6, 14, 18
18, 1, 13, 10, 19, 16, 17, 9, 11, 2, 7, 14, 20, 4, 12
20, 12, 1, 8, 4, 15, 9, 2, 6, 5, 11, 7, 14, 16, 17
8, 1, 11, 4, 5, 17, 15, 14, 16, 3, 10, 9, 19, 13, 12
12, 7, 10, 9, 17, 14, 1, 15, 8, 13, 18, 11, 4, 16, 5
10, 16, 15, 9, 4, 18, 11, 7, 13, 12, 6, 5, 8, 3, 2
5, 14, 7, 12, 8, 20, 9, 1, 17, 2, 4, 16, 3, 15, 18
6, 1, 9, 16, 14, 17, 12, 20, 7, 2, 10, 13, 8, 5, 19
